full_name,email,returned,churn_probability
"Montoya, Darrick",darrick.montoya@hotmail.com,False,98.0
"Reiley, Del",del.reiley@gmail.com,True,34.0
"Reuter, Doretha",doretha.reuter@ibm.com,True,48.0
"Rines, Daniell",daniell.rines@yahoo.com,False,61.0
"Rosenberg, Dan",dan.rosenberg@msn.com,False,99.0
"Silverstein, Demetrius",demetrius.silverstein@gmail.com,True,48.0
"Swing, Dick",dick.swing@cox.net,True,27.0
"Tadlock, Dorsey",dorsey.tadlock@gmail.com,False,59.0
"Troxler, Dahlia",dahlia.troxler@charter.net,False,47.0
"Trudell, Dia",dia.trudell@gmail.com,True,16.0
"Wehner, Dannie",dannie.wehner@aol.com,False,63.0
"Wiser, Dana",dana.wiser@cox.net,True,0.0
"Zazueta, Douglas",douglas.zazueta@yahoo.com,False,100.0
"Alcala, Deandre",deandre.alcala@yahoo.com,False,99.0
"Asencio, Devin",devin.asencio@hotmail.com,False,98.0
"Chiaramonte, Dewitt",dewitt.chiaramonte@hotmail.com,True,1.0
"Dana, Dion",dion.dana@yahoo.com,False,66.0
"Dostie, Dorene",dorene.dostie@cox.net,False,87.0
"Eckstein, Daysi",daysi.eckstein@bellsouth.net,True,12.0
"Ellington, Delta",delta.ellington@hotmail.com,True,5.0
"Enright, Domingo",domingo.enright@btinternet.com,False,99.0
"Fogg, Dallas",dallas.fogg@hotmail.com,True,6.0
"Gerth, Denice",denice.gerth@hotmail.com,False,90.0
"Giuliano, Denese",denese.giuliano@outlook.com,False,81.0
"Granger, Dee",dee.granger@hotmail.com,False,90.0
"Gregoire, Debby",debby.gregoire@hotmail.com,False,100.0
"Haller, Danial",danial.haller@cox.net,True,32.0
"Hemby, Delmar",delmar.hemby@hotmail.com,False,45.0
"Larrison, Dollie",dollie.larrison@btinternet.com,False,98.0
"Law, Drew",drew.law@verizon.net,False,66.0
"Lembo, Dia",dia.lembo@exxonmobil.com,False,99.0
"Litchford, Daryl",daryl.litchford@gmail.com,False,100.0
"Maresca, Dale",dale.maresca@gmail.com,False,99.0
"Matsumoto, Danilo",danilo.matsumoto@msn.com,True,1.0
"Meurer, Devon",devon.meurer@walmart.com,False,99.0
"Pedro, Dalton",dalton.pedro@gmail.com,True,21.0
"Provenzano, Deeann",deeann.provenzano@yahoo.co.in,True,10.0
"Reger, Deanne",deanne.reger@aol.com,False,96.0
"Resendiz, Derrick",derrick.resendiz@rediffmail.com,True,24.0
"Richey, Domitila",domitila.richey@bp.com,False,96.0
"Riordan, Delisa",delisa.riordan@aol.com,False,100.0
"Selph, Dylan",dylan.selph@gmail.com,False,90.0
"Shane, Dudley",dudley.shane@hotmail.com,True,3.0
"Shield, Debbie",debbie.shield@gmail.com,True,0.0
"Tabarez, Dallas",dallas.tabarez@hotmail.com,False,74.0
"Truesdell, Denyse",denyse.truesdell@gmail.com,True,4.0
"Abbas, Denver",denver.abbas@gmail.com,False,100.0
"Beahm, Dion",dion.beahm@gmail.com,True,56.00000000000001
"Blankenship, Daren",daren.blankenship@gmail.com,True,27.0
"Bolinger, Danita",danita.bolinger@hotmail.com,True,0.0
"Cosby, Dorian",dorian.cosby@exxonmobil.com,False,74.0
"Draeger, Dana",dana.draeger@comcast.net,True,1.0
"Eckley, Domingo",domingo.eckley@gmail.com,False,96.0
"Eichhorn, David",david.eichhorn@aol.com,True,27.0
"Elton, Darlena",darlena.elton@hotmail.co.uk,False,100.0
"Gutirrez, Dewey",dewey.gutirrez@yahoo.com,False,100.0
"Hadden, Damian",damian.hadden@gmail.com,False,100.0
"Halladay, Duncan",duncan.halladay@yahoo.com,False,98.0
"Hawkins, Denis",denis.hawkins@gmail.com,False,99.0
"Howe, Dewayne",dewayne.howe@shell.com,False,100.0
"Klar, Demetrius",demetrius.klar@gmail.com,False,93.0
"League, Darnell",darnell.league@charter.net,False,100.0
"Madewell, Daniel",daniel.madewell@gmail.com,False,64.0
"Mckown, Darrin",darrin.mckown@hotmail.com,False,100.0
"Moffat, Deangelo",deangelo.moffat@gmail.com,True,33.0
"Molden, Derrick",derrick.molden@yahoo.com,False,87.0
"Ratcliff, Dallas",dallas.ratcliff@cox.net,False,57.99999999999999
"Revell, Darrell",darrell.revell@gmail.com,False,100.0
"Ryant, Deangelo",deangelo.ryant@gmail.com,False,100.0
"Sanabria, Denisse",denisse.sanabria@gmail.com,True,30.0
"Tabor, Dillon",dillon.tabor@yahoo.com,False,100.0
"Toone, Dania",dania.toone@ibm.com,False,24.0
"Vanvalkenburg, Del",del.vanvalkenburg@charter.net,True,18.0
"Warnke, Dorie",dorie.warnke@msn.com,False,57.99999999999999
"Berardi, Dewayne",dewayne.berardi@aol.com,True,84.0
"Blose, Derick",derick.blose@sbcglobal.net,True,3.0
"Clarkson, Darrin",darrin.clarkson@ibm.com,True,1.0
"Englund, Domingo",domingo.englund@yahoo.ca,False,99.0
"Erhart, Dee",dee.erhart@ntlworld.com,False,100.0
"Frisbee, Danille",danille.frisbee@hotmail.com,False,100.0
"Giraldo, Danae",danae.giraldo@yahoo.com,False,74.0
"Gullickson, Dario",dario.gullickson@bp.com,False,53.0
"Hammock, Debbi",debbi.hammock@gmail.com,True,43.0
"Huynh, Dewayne",dewayne.huynh@yahoo.com,True,3.0
"Jeffries, Del",del.jeffries@yahoo.com,False,98.0
"Karg, Danny",danny.karg@gmail.com,True,35.0
"Marzano, Dalton",dalton.marzano@aol.com,True,7.000000000000001
"Niemann, Demarcus",demarcus.niemann@bp.com,True,36.0
"Palumbo, Doug",doug.palumbo@yahoo.com,False,72.0
"Pelfrey, Doyle",doyle.pelfrey@cox.net,False,76.0
"Ratliff, Deshawn",deshawn.ratliff@apple.com,False,77.0
"Shadrick, Delisa",delisa.shadrick@earthlink.net,True,74.0
"Shultz, Dion",dion.shultz@gmail.com,False,100.0
"Silverberg, Debera",debera.silverberg@walmart.com,False,99.0
"Treadway, Devin",devin.treadway@gmail.com,True,5.0
"Ureno, Dominick",dominick.ureno@hotmail.com,True,10.0
"Wojcik, Dillon",dillon.wojcik@rediffmail.com,False,80.0
"Amick, Dannie",dannie.amick@hotmail.com,False,100.0
"Bolles, Delmar",delmar.bolles@gmail.com,True,4.0
"Buelow, Darius",darius.buelow@charter.net,False,99.0
"Carpio, Dion",dion.carpio@gmail.com,False,100.0
"Deems, Darrick",darrick.deems@yahoo.com,False,100.0
"Depasquale, Dino",dino.depasquale@gmail.com,False,100.0
"Endres, Dong",dong.endres@gmail.com,False,28.999999999999996
"Fleischmann, Darrell",darrell.fleischmann@ntlworld.com,True,21.0
"Galipeau, Dania",dania.galipeau@hotmail.com,True,40.0
"Gallucci, Denna",denna.gallucci@gmail.com,True,86.0
"Goldston, Duane",duane.goldston@aol.com,False,99.0
"Haught, Dean",dean.haught@shaw.ca,False,98.0
"Haun, Danial",danial.haun@hotmail.co.uk,True,3.0
"Kelch, Delmy",delmy.kelch@cox.net,True,19.0
"Kort, Dortha",dortha.kort@earthlink.net,False,100.0
"Laskey, Dexter",dexter.laskey@yahoo.com,False,100.0
"Lemus, Devin",devin.lemus@hotmail.com,True,63.0
"Longino, Darron",darron.longino@msn.com,False,75.0
"Mcgann, Danny",danny.mcgann@yahoo.co.uk,True,0.0
"Meikle, Debi",debi.meikle@gmail.com,False,100.0
"Okelley, Dylan",dylan.okelley@yahoo.com,True,92.0
"Petry, Dennis",dennis.petry@gmail.com,False,100.0
"Streets, Dana",dana.streets@yahoo.co.uk,True,13.0
"Stryker, Delora",delora.stryker@gmail.com,False,45.0
"Wallner, Delcie",delcie.wallner@aol.com,False,100.0
"Wylie, David",david.wylie@hotmail.com,True,46.0
"Blasingame, Dominique",dominique.blasingame@gmail.com,True,37.0
"Bolen, Domingo",domingo.bolen@gmail.com,False,53.0
"Bovee, Darnell",darnell.bovee@aol.com,False,100.0
"Boysen, Dannie",dannie.boysen@yahoo.com,False,65.0
"Chavers, Deshawn",deshawn.chavers@verizon.net,True,40.0
"Coburn, Dwana",dwana.coburn@yahoo.com,False,99.0
"Flor, Duane",duane.flor@gmail.com,False,94.0
"Garey, Devin",devin.garey@gmail.com,True,4.0
"Gillman, Dorene",dorene.gillman@yahoo.co.uk,True,34.0
"Hardnett, Douglass",douglass.hardnett@aol.com,False,73.0
"Hayhurst, Devin",devin.hayhurst@hotmail.com,True,17.0
"Helmer, Darnell",darnell.helmer@sbcglobal.net,True,31.0
"Krumm, Daniela",daniela.krumm@aol.com,False,100.0
"Kulick, Darnell",darnell.kulick@gmail.com,False,98.0
"Macdougall, Deandre",deandre.macdougall@yahoo.com,True,31.0
"Markowitz, Dirk",dirk.markowitz@hotmail.com,False,100.0
"Melendez, Denver",denver.melendez@gmail.com,False,100.0
"Minarik, Damien",damien.minarik@earthlink.net,False,100.0
"Persons, Dudley",dudley.persons@gmail.com,False,100.0
"Randolph, Danae",danae.randolph@hotmail.com,False,99.0
"Soltis, Dalton",dalton.soltis@yahoo.co.in,True,76.0
"Tetrault, Dwain",dwain.tetrault@gmail.com,True,2.0
"Vidal, Dawne",dawne.vidal@aol.com,False,46.0
"Vidales, Danny",danny.vidales@gmail.com,True,26.0
"Woodford, Donald",donald.woodford@hotmail.com,False,78.0
"Abrahams, Devon",devon.abrahams@gmail.com,True,6.0
"Arruda, Dina",dina.arruda@gmail.com,True,74.0
"Bissell, Denyse",denyse.bissell@hotmail.com,True,13.0
"Blumenthal, Darrick",darrick.blumenthal@bp.com,False,68.0
"Bourdon, Dwain",dwain.bourdon@outlook.com,False,99.0
"Carner, Dionne",dionne.carner@gmail.com,False,100.0
"Cookson, Deeann",deeann.cookson@bp.com,False,97.0
"Corbo, Dominick",dominick.corbo@yahoo.com,False,96.0
"Detrick, Desire",desire.detrick@yahoo.co.in,False,73.0
"Dyal, Demarcus",demarcus.dyal@btinternet.com,True,36.0
"Fennell, Deandra",deandra.fennell@btinternet.com,False,98.0
"Gardenhire, Danyelle",danyelle.gardenhire@gmail.com,False,60.0
"Gipe, Dannie",dannie.gipe@outlook.com,False,96.0
"Grigsby, Doloris",doloris.grigsby@shell.com,False,99.0
"Haire, Devora",devora.haire@aol.com,False,100.0
"Howton, Danna",danna.howton@gmail.com,True,39.0
"Jared, Dagmar",dagmar.jared@comcast.net,False,99.0
"Johnston, Daine",daine.johnston@hotmail.com,True,7.000000000000001
"Kincer, David",david.kincer@shell.com,False,97.0
"Koon, Dorsey",dorsey.koon@charter.net,True,68.0
"Lentini, Domenica",domenica.lentini@hotmail.com,True,63.0
"Mandujano, Devin",devin.mandujano@microsoft.com,False,47.0
"Matt, Darron",darron.matt@outlook.com,False,64.0
"Mckinnis, Dominic",dominic.mckinnis@btinternet.com,False,98.0
"Murrin, Dorthea",dorthea.murrin@yahoo.co.uk,True,37.0
"Nocera, Daniel",daniel.nocera@gmail.com,False,61.0
"Puentes, Dotty",dotty.puentes@yahoo.com,True,35.0
"Ries, Dustin",dustin.ries@hotmail.com,False,100.0
"Slate, Darron",darron.slate@btinternet.com,True,4.0
"Stefanski, Dinah",dinah.stefanski@aol.com,False,99.0
"Stilwell, Dahlia",dahlia.stilwell@microsoft.com,True,11.0
"Theberge, Delcie",delcie.theberge@aol.com,False,99.0
"Wanamaker, Devora",devora.wanamaker@shaw.ca,False,98.0
"Weisser, Dollie",dollie.weisser@apple.com,True,48.0
"Whisenhunt, Dorethea",dorethea.whisenhunt@bellsouth.net,False,99.0
"Winbush, Dannie",dannie.winbush@gmail.com,False,93.0
"Acheson, Delmer",delmer.acheson@gmail.com,False,100.0
"Aquirre, Darren",darren.aquirre@bp.com,False,33.0
"Bequette, Dorian",dorian.bequette@charter.net,False,97.0
"Berkman, Deneen",deneen.berkman@gmail.com,False,79.0
"Covert, Dennis",dennis.covert@hotmail.com,False,96.0
"Delbosque, Dominique",dominique.delbosque@aol.com,False,100.0
"Flaherty, Denna",denna.flaherty@gmail.com,False,97.0
"Hiett, Dillon",dillon.hiett@gmail.com,False,36.0
"Hollingsworth, Duane",duane.hollingsworth@yahoo.com,False,100.0
"Jason, Danille",danille.jason@yahoo.co.uk,True,34.0
"Kiesel, Dante",dante.kiesel@gmail.com,True,43.0
"Knapp, Douglass",douglass.knapp@rediffmail.com,False,39.0
"Knauss, Dorine",dorine.knauss@aol.com,False,100.0
"Nash, Dagmar",dagmar.nash@hotmail.co.uk,False,100.0
"Raiford, Debora",debora.raiford@aol.com,True,84.0
"Ralls, Dannie",dannie.ralls@yahoo.com,True,0.0
"Salmons, Darell",darell.salmons@aol.com,False,99.0
"Seiler, David",david.seiler@gmail.com,True,0.0
"Shelton, Dale",dale.shelton@exxonmobil.com,False,97.0
"South, Delorse",delorse.south@bp.com,True,88.0
"Straight, Denice",denice.straight@gmail.com,False,80.0
"Thiel, Daine",daine.thiel@btinternet.com,True,28.000000000000004
"Voorhees, Dennis",dennis.voorhees@bellsouth.net,False,100.0
"Akbar, Donny",donny.akbar@gmail.com,True,2.0
"Barrios, Dalia",dalia.barrios@outlook.com,True,13.0
"Barter, Daron",daron.barter@gmail.com,False,100.0
"Bratton, Donny",donny.bratton@apple.com,False,99.0
"Brendle, Deedee",deedee.brendle@gmail.com,False,72.0
"Bucklin, Damian",damian.bucklin@msn.com,False,30.0
"Casselman, Duane",duane.casselman@hotmail.com,False,100.0
"Chiesa, Dion",dion.chiesa@gmail.com,False,99.0
"Coates, Debby",debby.coates@gmail.com,False,100.0
"Cochrane, Dominick",dominick.cochrane@ibm.com,True,73.0
"Cornwall, Dorthea",dorthea.cornwall@verizon.net,True,86.0
"Cruse, Danial",danial.cruse@apple.com,True,45.0
"Dehaven, Darcel",darcel.dehaven@hotmail.com,False,99.0
"Dunford, Deena",deena.dunford@earthlink.net,True,21.0
"Duryea, Domenic",domenic.duryea@exxonmobil.com,False,100.0
"Fennell, Dong",dong.fennell@charter.net,False,100.0
"Gallien, Deann",deann.gallien@gmail.com,False,99.0
"Hiltz, Dolly",dolly.hiltz@ntlworld.com,False,99.0
"Julius, Daria",daria.julius@yahoo.com,True,0.0
"Kellar, Deangelo",deangelo.kellar@bp.com,True,59.0
"Mahlum, Deandra",deandra.mahlum@yahoo.com,True,21.0
"Mccarley, Deshawn",deshawn.mccarley@bp.com,True,77.0
"Oehler, Dedra",dedra.oehler@gmail.com,True,0.0
"Pascarella, Denisha",denisha.pascarella@hotmail.com,True,23.0
"Sanchez, Dennis",dennis.sanchez@sbcglobal.net,False,99.0
"Shows, Dinah",dinah.shows@gmail.com,False,99.0
"Tamayo, Dannette",dannette.tamayo@hotmail.com,False,100.0
"Thurlow, Dana",dana.thurlow@apple.com,True,7.000000000000001
"Truesdale, Deirdre",deirdre.truesdale@yahoo.com,False,99.0
"Van, Danille",danille.van@exxonmobil.com,False,100.0
"Alfonso, Damon",damon.alfonso@gmail.com,True,71.0
"Branco, Darwin",darwin.branco@gmail.com,False,78.0
"Brumit, Dan",dan.brumit@yahoo.com,True,16.0
"Chisholm, Dominic",dominic.chisholm@shaw.ca,False,18.0
"Fontaine, Danna",danna.fontaine@hotmail.com,False,95.0
"Garnes, Delcie",delcie.garnes@btinternet.com,True,7.000000000000001
"Holmquist, Donovan",donovan.holmquist@aol.com,False,27.0
"Hux, Daron",daron.hux@sbcglobal.net,True,14.000000000000002
"Kennon, Drusilla",drusilla.kennon@gmail.com,False,77.0
"Kipp, Dillon",dillon.kipp@aol.com,True,1.0
"Kutz, Darrick",darrick.kutz@aol.com,True,73.0
"Lash, Dominick",dominick.lash@yahoo.com,False,92.0
"Martino, Dawna",dawna.martino@aol.com,True,45.0
"Morris, Dorene",dorene.morris@btinternet.com,False,98.0
"Overby, Diana",diana.overby@gmail.com,True,28.000000000000004
"Patt, Delsie",delsie.patt@bp.com,False,100.0
"Rahn, Del",del.rahn@yahoo.com,True,1.0
"Railey, Dan",dan.railey@charter.net,True,28.000000000000004
"Ricks, Deloras",deloras.ricks@aol.com,True,31.0
"Robicheaux, Dewey",dewey.robicheaux@shaw.ca,True,30.0
"Schulz, Danille",danille.schulz@gmail.com,False,100.0
"Seevers, Danita",danita.seevers@bellsouth.net,True,82.0
"Sigel, Diedra",diedra.sigel@gmail.com,True,10.0
"Snell, Damion",damion.snell@gmail.com,False,100.0
"Steppe, Donald",donald.steppe@hotmail.com,True,59.0
"Stlaurent, Deb",deb.stlaurent@microsoft.com,True,2.0
"Theobald, Dede",dede.theobald@yahoo.co.uk,False,97.0
"Troupe, Dusty",dusty.troupe@aol.com,False,100.0
"Veliz, Douglass",douglass.veliz@rediffmail.com,True,63.0
"Well, Dreama",dreama.well@gmail.com,False,88.0
"Woodie, Devin",devin.woodie@earthlink.net,True,14.000000000000002
"Arden, Delbert",delbert.arden@gmail.com,True,2.0
"Bahr, Denny",denny.bahr@hotmail.com,True,0.0
"Boehm, Dwight",dwight.boehm@shaw.ca,True,59.0
"Bublitz, Dannie",dannie.bublitz@yahoo.com,True,0.0
"Castilleja, Dacia",dacia.castilleja@yahoo.com,False,90.0
"Charley, Danilo",danilo.charley@aol.com,True,8.0
"Dubois, Denice",denice.dubois@rediffmail.com,True,18.0
"Fehr, Doretta",doretta.fehr@gmail.com,False,86.0
"Gabriele, Delphine",delphine.gabriele@aol.com,True,4.0
"Galey, Dalia",dalia.galey@yahoo.co.uk,True,9.0
"Ketron, Donald",donald.ketron@yahoo.com,True,56.00000000000001
"Knickerbocker, Darryl",darryl.knickerbocker@gmail.com,False,65.0
"Lovejoy, Dante",dante.lovejoy@aol.com,True,0.0
"Makin, Diedra",diedra.makin@aol.com,True,6.0
"Petti, Dane",dane.petti@yahoo.com,True,26.0
"Say, Dennise",dennise.say@gmail.com,False,98.0
"Tai, Demetrius",demetrius.tai@yahoo.co.in,False,33.0
"Yaeger, Dawne",dawne.yaeger@gmail.com,False,99.0
"Cady, Deshawn",deshawn.cady@yahoo.com,True,18.0
"Coburn, Derick",derick.coburn@charter.net,False,100.0
"Curnutt, Darla",darla.curnutt@hotmail.com,False,85.0
"Dickerson, Denise",denise.dickerson@yahoo.com,True,30.0
"Drexler, Damon",damon.drexler@gmail.com,False,100.0
"Duley, Darnell",darnell.duley@exxonmobil.com,True,20.0
"Fanelli, Del",del.fanelli@hotmail.com,False,98.0
"Glover, Dawn",dawn.glover@gmail.com,False,100.0
"Kinchen, Deandre",deandre.kinchen@aol.com,True,91.0
"Krach, Darcey",darcey.krach@charter.net,False,100.0
"Leath, Darby",darby.leath@bp.com,False,96.0
"Loeb, Dion",dion.loeb@gmail.com,True,77.0
"Mcgriff, Deangelo",deangelo.mcgriff@gmail.com,True,62.0
"Nolin, Dwayne",dwayne.nolin@gmail.com,False,44.0
"Saladino, Donny",donny.saladino@apple.com,True,14.000000000000002
"Schweizer, Duane",duane.schweizer@shaw.ca,True,3.0
"Scotti, Delphia",delphia.scotti@gmail.com,False,100.0
"Sliva, Dallas",dallas.sliva@msn.com,True,5.0
"Stiles, Damion",damion.stiles@gmail.com,True,0.0
"Alejandre, Danial",danial.alejandre@hotmail.co.uk,True,4.0
"Baley, Della",della.baley@shaw.ca,False,97.0
"Borges, Destiny",destiny.borges@hotmail.co.uk,False,97.0
"Brimer, Darron",darron.brimer@aol.com,True,25.0
"Carrasco, Darrell",darrell.carrasco@aol.com,True,27.0
"Casavant, Dessie",dessie.casavant@yahoo.com,False,98.0
"Corpus, Dale",dale.corpus@gmail.com,True,15.0
"Felipe, Danika",danika.felipe@gmail.com,False,100.0
"German, Domingo",domingo.german@hotmail.com,False,90.0
"Kieffer, Dalton",dalton.kieffer@bp.com,False,86.0
"Kilbourne, Debra",debra.kilbourne@yahoo.co.uk,True,4.0
"Lambeth, Deeanna",deeanna.lambeth@yahoo.ca,False,73.0
"Michalik, Dominick",dominick.michalik@yahoo.ca,False,99.0
"Newcomb, Darren",darren.newcomb@gmail.com,False,90.0
"Ruppert, Dorotha",dorotha.ruppert@hotmail.com,True,14.000000000000002
"Sheats, Denver",denver.sheats@ntlworld.com,False,57.99999999999999
"Yamada, Douglas",douglas.yamada@gmail.com,True,74.0
"Angle, Dustin",dustin.angle@gmail.com,True,0.0
"August, Daron",daron.august@gmail.com,False,98.0
"Berkman, Deirdre",deirdre.berkman@gmail.com,False,100.0
"Brunette, Darrick",darrick.brunette@aol.com,False,100.0
"Bussey, Dimple",dimple.bussey@aol.com,False,100.0
"Cadwell, Daysi",daysi.cadwell@yahoo.ca,True,73.0
"Cassel, Delmer",delmer.cassel@gmail.com,False,91.0
"Danforth, Devona",devona.danforth@ibm.com,True,87.0
"Gould, Dorie",dorie.gould@gmail.com,False,72.0
"Hewes, Deloise",deloise.hewes@gmail.com,True,20.0
"Holler, Demarcus",demarcus.holler@cox.net,True,73.0
"Kleinschmidt, Daina",daina.kleinschmidt@gmail.com,False,91.0
"Lawrence, Dona",dona.lawrence@gmail.com,False,100.0
"Marte, Dotty",dotty.marte@aol.com,False,93.0
"Maynor, Danuta",danuta.maynor@hotmail.com,False,100.0
"Reinoso, Douglas",douglas.reinoso@aol.com,True,49.0
"Sonntag, Dani",dani.sonntag@aol.com,True,42.0
"Steadham, Dorinda",dorinda.steadham@yahoo.com,False,68.0
"Tiller, Dion",dion.tiller@ntlworld.com,True,57.99999999999999
"Tynan, Dinah",dinah.tynan@ibm.com,True,20.0
"Vaden, Donetta",donetta.vaden@hotmail.com,True,5.0
"Viola, Dan",dan.viola@hotmail.com,True,27.0
"Vos, Dyan",dyan.vos@gmail.com,False,100.0
"Warrior, Darryl",darryl.warrior@aol.com,False,92.0
"Abdallah, Danilo",danilo.abdallah@hotmail.com,False,100.0
"Beem, Damon",damon.beem@yahoo.com,False,97.0
"Brescia, Donn",donn.brescia@msn.com,False,100.0
"Crosier, Delena",delena.crosier@hotmail.com,False,97.0
"Delmonte, Domingo",domingo.delmonte@yahoo.com,False,100.0
"Eaves, Dannie",dannie.eaves@gmail.com,False,99.0
"Eddington, Dung",dung.eddington@hotmail.com,False,100.0
"Goodwin, Dudley",dudley.goodwin@aol.com,False,100.0
"Goshorn, Dorethea",dorethea.goshorn@aol.com,False,86.0
"Highfill, Dianna",dianna.highfill@yahoo.com,False,82.0
"Huynh, Dayle",dayle.huynh@hotmail.com,True,78.0
"Kittredge, Deidre",deidre.kittredge@hotmail.com,False,77.0
"Llanas, Dora",dora.llanas@yahoo.ca,False,100.0
"Lunde, Devon",devon.lunde@bellsouth.net,False,99.0
"Manseau, Denis",denis.manseau@rediffmail.com,False,100.0
"Mcnab, Delbert",delbert.mcnab@hotmail.com,False,97.0
"Moncada, Dong",dong.moncada@gmail.com,False,99.0
"Oconnell, Dan",dan.oconnell@shaw.ca,False,100.0
"Rains, Donte",donte.rains@shaw.ca,True,16.0
"Rippy, Denny",denny.rippy@yahoo.co.in,False,95.0
"Rockwood, Dreama",dreama.rockwood@bellsouth.net,False,73.0
"Romeo, Danyelle",danyelle.romeo@btinternet.com,True,3.0
"Senger, Danial",danial.senger@aol.com,True,51.0
"Stroup, Delaine",delaine.stroup@gmail.com,True,15.0
"Tiano, Domenic",domenic.tiano@earthlink.net,False,94.0
"Wiesner, Davina",davina.wiesner@gmail.com,True,61.0
"Yazzie, Denver",denver.yazzie@yahoo.co.in,True,7.000000000000001
"Aubry, Dennis",dennis.aubry@yahoo.ca,True,10.0
"Biscoe, Dane",dane.biscoe@apple.com,False,100.0
"Buchanon, Darline",darline.buchanon@gmail.com,False,99.0
"Castelli, Drew",drew.castelli@gmail.com,False,93.0
"Fairchild, Dewayne",dewayne.fairchild@btinternet.com,True,93.0
"Funchess, Daniela",daniela.funchess@exxonmobil.com,False,94.0
"Garneau, Dorian",dorian.garneau@microsoft.com,False,100.0
"Hoisington, Denis",denis.hoisington@hotmail.com,False,97.0
"Javier, Dominic",dominic.javier@gmail.com,True,28.000000000000004
"Jeffcoat, Dana",dana.jeffcoat@aol.com,False,83.0
"Keech, Doug",doug.keech@verizon.net,False,100.0
"Liedtke, Dina",dina.liedtke@yahoo.co.uk,False,94.0
"Mcmanus, Darlene",darlene.mcmanus@hotmail.com,False,99.0
"Mcnerney, Debra",debra.mcnerney@gmail.com,True,8.0
"Musgrove, Darrin",darrin.musgrove@gmail.com,False,43.0
"Naron, Dusty",dusty.naron@walmart.com,True,2.0
"Norris, Dan",dan.norris@apple.com,True,25.0
"Prosperie, Donald",donald.prosperie@aol.com,True,43.0
"Steelman, Dorine",dorine.steelman@hotmail.com,True,60.0
"Upshaw, Dewitt",dewitt.upshaw@gmail.com,True,11.0
"Varley, Divina",divina.varley@apple.com,True,22.0
"Weekes, Dorothy",dorothy.weekes@yahoo.com,False,69.0
"Brickey, Dannie",dannie.brickey@gmail.com,False,99.0
"Chiesa, Dominick",dominick.chiesa@yahoo.com,False,100.0
"Fyfe, Devin",devin.fyfe@shell.com,False,67.0
"Liedtke, Denis",denis.liedtke@yahoo.co.in,False,71.0
"Obregon, Delbert",delbert.obregon@gmail.com,False,44.0
"Prinz, Donn",donn.prinz@gmail.com,False,94.0
"Shumaker, Denver",denver.shumaker@hotmail.com,False,100.0
"Simons, Dong",dong.simons@yahoo.com,True,1.0
"Sylva, Dominick",dominick.sylva@aol.com,False,99.0
"Tineo, Darell",darell.tineo@btinternet.com,True,70.0
"Turgeon, Dagmar",dagmar.turgeon@gmail.com,True,43.0
"Wunder, Dede",dede.wunder@hotmail.com,True,12.0
"Beegle, Dwight",dwight.beegle@hotmail.com,True,12.0
"Blocker, Derek",derek.blocker@hotmail.com,False,100.0
"Burkett, Donte",donte.burkett@aol.com,True,41.0
"Cady, Dominica",dominica.cady@gmail.com,False,100.0
"Chason, Del",del.chason@earthlink.net,False,57.99999999999999
"Devane, Deon",deon.devane@yahoo.ca,False,100.0
"Dewberry, Delila",delila.dewberry@gmail.com,False,99.0
"Hamlett, Derick",derick.hamlett@gmail.com,False,89.0
"Harder, Donella",donella.harder@aol.com,False,99.0
"Heine, Deane",deane.heine@ntlworld.com,True,50.0
"Kovach, Devora",devora.kovach@gmail.com,True,62.0
"Lonergan, Dorian",dorian.lonergan@bp.com,True,47.0
"Nuckols, Delmer",delmer.nuckols@gmail.com,False,7.000000000000001
"Poston, Don",don.poston@comcast.net,False,46.0
"Rapoza, Darnell",darnell.rapoza@gmail.com,True,7.000000000000001
"Sheats, Davida",davida.sheats@earthlink.net,True,23.0
"Sibert, Delmar",delmar.sibert@shell.com,True,12.0
"Yagi, Doloris",doloris.yagi@comcast.net,False,81.0
"Alaniz, Demarcus",demarcus.alaniz@hotmail.com,False,99.0
"Bloom, Duane",duane.bloom@bellsouth.net,False,100.0
"Bodkin, Dick",dick.bodkin@gmail.com,False,61.0
"Burg, Delsie",delsie.burg@aol.com,True,3.0
"Casale, Darrin",darrin.casale@gmail.com,False,100.0
"Compos, Duncan",duncan.compos@gmail.com,False,49.0
"Dalley, Deane",deane.dalley@hotmail.com,True,47.0
"Deem, Demarcus",demarcus.deem@yahoo.ca,True,4.0
"Elder, Deloris",deloris.elder@btinternet.com,True,3.0
"Fowler, Donte",donte.fowler@gmail.com,True,21.0
"Glidewell, Darell",darell.glidewell@hotmail.com,False,64.0
"Haun, Diego",diego.haun@msn.com,False,100.0
"Ketcham, Darrel",darrel.ketcham@apple.com,True,67.0
"Malmberg, Dana",dana.malmberg@earthlink.net,False,98.0
"Mehaffey, Dinorah",dinorah.mehaffey@msn.com,True,30.0
"Nez, Darby",darby.nez@gmail.com,True,11.0
"Pendergast, Donnell",donnell.pendergast@hotmail.co.uk,False,100.0
"Rosborough, Donald",donald.rosborough@gmail.com,True,21.0
"Sainz, Danette",danette.sainz@gmail.com,True,13.0
"Sluss, Diego",diego.sluss@gmail.com,True,66.0
"Tineo, Damien",damien.tineo@rediffmail.com,True,6.0
"Vesey, Dion",dion.vesey@rediffmail.com,False,100.0
"Winnie, Darci",darci.winnie@apple.com,False,100.0
